"city","yq","cecptrating","totalcost","incentiverate","TOTALOOH","PWRPRICE","WPOOH"
"Ontario",2008 Q4,23600,255897.08984375,2.20000004768372,105355,0.77199999988079,0.224004556024868
"Ontario",2009 Q1,15135,135808.306640625,2.1966667175293,105355,0.77199999988079,0.14365715912866
"Ontario",2009 Q2,12409,113698.30859375,2.05000001192093,105355,0.77199999988079,0.117782734564093
"Ontario",2009 Q3,8296,72107.421875,1.89999997615814,105355,0.77199999988079,0.0787432964738266
"Ontario",2009 Q4,11543,106012.75,1.89999997615814,105355,0.77199999988079,0.109562906364197
"Ontario",2010 Q1,4153,59996,1.89999997615814,105355,0.77199999988079,0.0394191068292914
"Ontario",2010 Q2,18100,188797,1.59833329916,105355,0.77199999988079,0.171800104408903
"Ontario",2010 Q3,31370,265549.62890625,1.5485713822501,105355,0.77199999988079,0.297755208580514
"Ontario",2010 Q4,14993,155754.5,1.54999995231628,105355,0.77199999988079,0.142309335105121
"Ontario",2011 Q1,22035,216559.3984375,1.29285713604518,105355,0.77199999988079,0.209150016610507
"Ontario",2011 Q2,16697,141644.548828125,1.09000000357628,105355,0.77199999988079,0.158483223387594
"Ontario",2011 Q3,64307,474878.19921875,1.00357144219535,105355,0.77199999988079,0.610383940012339
"Ontario",2011 Q4,20621,164350,0.649999976158142,105355,0.77199999988079,0.195728726685966
"Orange",2007 Q3,12871,125197.8203125,2.45333337783814,106938,0.77199999988079,0.120359460622043
"Orange",2007 Q4,12007,129412.6484375,2.38333336512248,106938,0.77199999988079,0.112280012717649
"Orange",2008 Q1,14779,146282,2.5,106938,0.77199999988079,0.138201574744244
"Orange",2008 Q2,17359,169178.982421875,2.35000002384186,106938,0.77199999988079,0.162327703903196
"Orange",2008 Q3,21431,226699.0390625,2.19500005245209,106938,0.77199999988079,0.20040584263779
"Orange",2008 Q4,20357,190076,2.1975000500679,106938,0.77199999988079,0.190362640034412
"Orange",2009 Q1,33614,365632.58203125,2.19000005722046,106938,0.77199999988079,0.314331668817446
"Orange",2009 Q2,53407,562178.578125,1.99125000089407,106938,0.77199999988079,0.499420224803157
"Orange",2009 Q3,62745,636137.298828125,1.89937497675419,106938,0.77199999988079,0.586741850417999
"Orange",2009 Q4,70505,717067.794921875,1.88157892227173,106938,0.77199999988079,0.659307262151901
"Orange",2010 Q1,35032,299978.578125,1.94749997556209,106938,0.77199999988079,0.327591688642017
"Orange",2010 Q2,92570.9997558594,867485.654296875,1.68545450947501,106938,0.77199999988079,0.865651122667895
"Orange",2010 Q3,105051,951321.41015625,1.54923072228064,106938,0.77199999988079,0.982354261347697
"Orange",2010 Q4,70938,643807.38671875,1.5472221771876,106938,0.77199999988079,0.66335633731695
"Orange",2011 Q1,127151,1035382.76171875,1.28806451059157,106938,0.77199999988079,1.18901606538368
"Orange",2011 Q2,105551,874575.306640625,1.09555557480565,106938,0.77199999988079,0.98702986777385
"Orange",2011 Q3,140486,1058123.046875,0.998333342870078,106938,0.77199999988079,1.31371448876919
"Orange",2011 Q4,154597,1208623.24707031,0.649999976158142,106938,0.77199999988079,1.4456694533281
"Oxnard",2007 Q3,6017,57899.66015625,2.5,109583,0.77199999988079,0.0549081518118686
"Oxnard",2007 Q4,3286,31960.3203125,2.5,109583,0.77199999988079,0.0299864030004654
"Oxnard",2008 Q1,5537,58630.1484375,2.35000002384186,109583,0.77199999988079,0.0505279103510581
"Oxnard",2008 Q2,2572,26300,2.20000004768372,109583,0.77199999988079,0.0234707938275097
"Oxnard",2008 Q3,3647,32999.80859375,2.20000004768372,109583,0.77199999988079,0.0332807095991167
"Oxnard",2008 Q4,4216,40661,2.20000004768372,109583,0.77199999988079,0.0384731208307858
"Oxnard",2009 Q1,6105,44444,2.20000004768372,109583,0.77199999988079,0.0557111960796839
"Oxnard",2009 Q2,6480,55342.861328125,2.20000004768372,109583,0.77199999988079,0.0591332597209421
"Oxnard",2009 Q3,16413,158880.5,1.89999997615814,109583,0.77199999988079,0.14977688145059
"Oxnard",2009 Q4,24822,249360.099609375,1.89857140609196,109583,0.77199999988079,0.226513236542164
"Oxnard",2010 Q1,2768,19980,1.89999997615814,109583,0.77199999988079,0.0252593924240074
"Oxnard",2010 Q2,9529,77375.630859375,1.78333330154419,109583,0.77199999988079,0.0869569185001323
"Oxnard",2010 Q3,14794,115059,1.54999995231628,109583,0.77199999988079,0.135002692023398
"Oxnard",2010 Q4,9274,71149,1.54999995231628,109583,0.77199999988079,0.0846299152240767
"Oxnard",2011 Q1,8781,75780,1.38666665554047,109583,0.77199999988079,0.0801310422237026
"Oxnard",2011 Q2,7956,72004.798828125,1.0900000333786,109583,0.77199999988079,0.0726025022129345
"Oxnard",2011 Q3,14665,124093.80078125,0.875000000000001,109583,0.77199999988079,0.133825502130805
"Oxnard",2011 Q4,25035,158777.1796875,0.649999976158142,109583,0.77199999988079,0.228456968690399
"Palm Desert",2007 Q3,37381,320870.4375,2.50999999046326,62288,0.77199999988079,0.600131646545081
"Palm Desert",2007 Q4,31261,313232.5078125,2.49250000715256,62288,0.77199999988079,0.501878371435911
"Palm Desert",2008 Q1,16484,151349.58984375,2.39666668574015,62288,0.77199999988079,0.264641664526072
"Palm Desert",2008 Q2,62272,572145.3203125,2.29625001549721,62288,0.77199999988079,0.999743128692525
"Palm Desert",2008 Q3,81727,780379.5234375,2.20000004768372,62288,0.77199999988079,1.31208258412535
"Palm Desert",2008 Q4,216927.000244141,1922186.65820312,2.21333338154687,62288,0.77199999988079,3.48264513620827
"Palm Desert",2009 Q1,141925.999389648,1282233.83789062,2.26925931153474,62288,0.77199999988079,2.27854481424429
"Palm Desert",2009 Q2,101692,992307.08203125,2.09705883615157,62288,0.77199999988079,1.63260981248395
"Palm Desert",2009 Q3,84876.9997558594,761032.70703125,1.92277775208155,62288,0.77199999988079,1.36265411886494
"Palm Desert",2009 Q4,68505,559531.390625,2.01692305161403,62288,0.77199999988079,1.09981055741074
"Palm Desert",2010 Q1,121043,919953.10546875,1.87571425948824,62288,0.77199999988079,1.94327960441819
"Palm Desert",2010 Q2,163192,1242220.39453125,1.7183999633789,62288,0.77199999988079,2.6199589005908
"Palm Desert",2010 Q3,57247,421568.51171875,1.54999995231628,62288,0.77199999988079,0.919069483688672
"Palm Desert",2010 Q4,71284,480305.091796875,1.57454541596499,62288,0.77199999988079,1.14442589262779
"Palm Desert",2011 Q1,80493.0004882812,613853.19921875,1.35846152672401,62288,0.77199999988079,1.29227139237544
"Palm Desert",2011 Q2,81499,638316.55078125,1.13588236359989,62288,0.77199999988079,1.30842216799384
"Palm Desert",2011 Q3,155809,1160436.47070312,1.01592592398326,62288,0.77199999988079,2.50142884664783
"Palm Desert",2011 Q4,28614,186457.73046875,0.649999976158142,62288,0.77199999988079,0.459382224505523
"Palm Springs",2007 Q3,27668,251503.2890625,2.50599999427795,52365,0.77199999988079,0.528368184856297
"Palm Springs",2007 Q4,24191,232307.94921875,2.50249999761582,52365,0.77199999988079,0.461968872338394
"Palm Springs",2008 Q1,54167,487443.94921875,2.61000003133501,52365,0.77199999988079,1.03441229829084
"Palm Springs",2008 Q2,120325,1138782.9921875,2.42052635393645,52365,0.77199999988079,2.29781342499761
"Palm Springs",2008 Q3,37500,318127.188476562,2.27500005563101,52365,0.77199999988079,0.716127184187912
"Palm Springs",2008 Q4,57943,556165.875,2.2600000500679,52365,0.77199999988079,1.10652153155734
"Palm Springs",2009 Q1,72574,692050.705078125,2.2600000446493,52365,0.77199999988079,1.38592571374009
"Palm Springs",2009 Q2,77974,713497.73828125,2.21461540919084,52365,0.77199999988079,1.48904802826315
"Palm Springs",2009 Q3,88298,774983.83984375,1.98437497764826,52365,0.77199999988079,1.68620261625131
"Palm Springs",2009 Q4,62861.0004882812,506071.640625,1.86499997377395,52365,0.77199999988079,1.20043923399754
"Palm Springs",2010 Q1,48288,374320.41796875,2.00857140336718,52365,0.77199999988079,0.92214265253509
"Palm Springs",2010 Q2,107932.000488281,813661.225585938,1.78789470697704,52365,0.77199999988079,2.06114772249176
"Palm Springs",2010 Q3,108280.000488281,818290.25,1.5941175993751,52365,0.77199999988079,2.06779338276103
"Palm Springs",2010 Q4,96788,712255.87890625,1.50421049092945,52365,0.77199999988079,1.84833381075146
"Palm Springs",2011 Q1,88092,637769,1.2707142829895,52365,0.77199999988079,1.68226869091951
"Palm Springs",2011 Q2,132698,974915.6796875,1.11884617805481,52365,0.77199999988079,2.5340972023298
"Palm Springs",2011 Q3,180434,1310816.3046875,0.968928577644486,52365,0.77199999988079,3.44569846271364
"Palm Springs",2011 Q4,87935,627299.51953125,0.649999976158142,52365,0.77199999988079,1.67927050510837
"Palmdale",2007 Q3,29083.9990234375,182361.580078125,3.06333335240682,110669,0.77199999988079,0.262801679092045
"Palmdale",2007 Q4,27515,180077.91015625,3.51249992847443,110669,0.77199999988079,0.248624275994181
"Palmdale",2008 Q1,18351,172683.900390625,2.5,110669,0.77199999988079,0.165818792977256
"Palmdale",2008 Q2,20192,185303.029296875,2.52600002288819,110669,0.77199999988079,0.182453984403943
"Palmdale",2008 Q3,17491,107264.140625,2.80499994754792,110669,0.77199999988079,0.158047872484616
"Palmdale",2008 Q4,7404,53425,3.53999996185303,110669,0.77199999988079,0.0669022038691955
"Palmdale",2009 Q1,5496,39737.44921875,2.20000004768372,110669,0.77199999988079,0.0496616035204077
"Palmdale",2009 Q2,58977,481127.478515625,2.33666671646966,110669,0.77199999988079,0.532913462667956
"Palmdale",2009 Q3,18623,146057.80078125,1.89999997615814,110669,0.77199999988079,0.168276572481906
"Palmdale",2009 Q4,40503.9990234375,260382.5,1.99249997735023,110669,0.77199999988079,0.365992274471058
"Palmdale",2010 Q1,12827,129093.19921875,1.89999997615814,110669,0.77199999988079,0.115904182743135
"Palmdale",2010 Q2,46854,451165.40625,1.71999996900558,110669,0.77199999988079,0.423370591583912
"Palmdale",2010 Q3,64282,494417.0390625,1.54642852715083,110669,0.77199999988079,0.580849198962673
"Palmdale",2010 Q4,75478.9997558594,612315.201171875,1.55312496423721,110669,0.77199999988079,0.682024774379992
"Palmdale",2011 Q1,89437,724039.34765625,1.40526313530771,110669,0.77199999988079,0.808148623372399
"Palmdale",2011 Q2,136254,1120273.39648438,1.08884617686272,110669,0.77199999988079,1.23118488465605
"Palmdale",2011 Q3,166644,1380221.86914062,1.04918920671618,110669,0.77199999988079,1.5057875285762
"Palmdale",2011 Q4,128058,990019.098632812,0.649999976158142,110669,0.77199999988079,1.15712620517037
"Pasadena",2007 Q3,2435,30877.279296875,2.92000007629395,98099,0.77199999988079,0.0248218636275599
"Pasadena",2007 Q4,12619,138624.94921875,2.51999998092652,98099,0.77199999988079,0.128635358158595
"Pasadena",2008 Q1,3796,36121,2.48000001907349,98099,0.77199999988079,0.0386956034210339
"Pasadena",2008 Q2,5800,54423.41015625,2.35000002384186,98099,0.77199999988079,0.0591239462175965
"Pasadena",2008 Q3,10101,97380.76953125,2.20000004768372,98099,0.77199999988079,0.102967410473094
"Pasadena",2008 Q4,14607,145991.650390625,2.20000004768372,98099,0.77199999988079,0.148900600413868
"Pasadena",2009 Q1,3084,27079.130859375,2.20000004768372,98099,0.77199999988079,0.0314376293336324
"Pasadena",2009 Q2,20587.0002441406,186374.76171875,2.02000000476837,98099,0.77199999988079,0.209859430209692
"Pasadena",2009 Q3,13841,130641.8125,1.89999997615814,98099,0.77199999988079,0.141092161999613
"Pasadena",2009 Q4,17922,156505,1.89999997615814,98099,0.77199999988079,0.182692993812373
"Pasadena",2010 Q1,9857,66000,1.89999997615814,98099,0.77199999988079,0.100480127218422
"Pasadena",2010 Q2,11657,124321.203125,1.63999998569489,98099,0.77199999988079,0.118828938113538
"Pasadena",2010 Q3,11117,102227.01953125,1.54333329200744,98099,0.77199999988079,0.113324294845004
"Pasadena",2010 Q4,5403,54997,1.54999995231628,98099,0.77199999988079,0.0550770140368403
"Pasadena",2011 Q1,4187,27928.5,1.10000002384186,98099,0.77199999988079,0.0426813728988063
"Pasadena",2011 Q2,8929,84577.5,1.10000002384186,98099,0.77199999988079,0.0910202958236068
"Pasadena",2011 Q3,10153,87423.599609375,1.10000002384186,98099,0.77199999988079,0.103497487232286
"Pasadena",2011 Q4,25161,181477,0.649999976158142,98099,0.77199999988079,0.256485794962232
"Paso Robles",2007 Q3,25095,249498,2.41800003051758,27160,0.785000011324882,0.923969072164949
"Paso Robles",2007 Q4,30800.0004882812,292262,2.19500005245209,27160,0.785000011324882,1.13402063653466
"Paso Robles",2008 Q1,26151,260207,2.12500002980233,27160,0.785000011324882,0.962849779086893
"Paso Robles",2008 Q2,53191,531375.37890625,1.89999997615814,27160,0.785000011324882,1.95843151693667
"Paso Robles",2008 Q3,66353,612597.828125,1.89999997615814,27160,0.785000011324882,2.4430412371134
"Paso Robles",2008 Q4,33913,293980.640625,1.79999996934618,27160,0.785000011324882,1.24863770250368
"Paso Robles",2009 Q1,12794,168708,1.54999995231628,27160,0.785000011324882,0.471060382916053
"Paso Robles",2009 Q2,34525,309993.2890625,1.54999995231628,27160,0.785000011324882,1.27117083946981
"Paso Robles",2009 Q3,95852,717376.387695312,1.41470585851108,27160,0.785000011324882,3.52916053019146
"Paso Robles",2009 Q4,46914,346389.860351562,1.0437500178814,27160,0.785000011324882,1.72731958762887
"Paso Robles",2010 Q1,21591,146403.5078125,1.01000001430512,27160,0.785000011324882,0.794955817378498
"Paso Robles",2010 Q2,58376,392885.109375,0.647499978542328,27160,0.785000011324882,2.14933726067747
"Paso Robles",2010 Q3,60419,456014.215820312,0.638333315650622,27160,0.785000011324882,2.22455817378498
"Paso Robles",2010 Q4,60639,391301.201171875,0.462999987602234,27160,0.785000011324882,2.23265832106038
"Paso Robles",2011 Q1,26931,172976.372070312,0.349999994039536,27160,0.785000011324882,0.991568483063328
"Paso Robles",2011 Q2,39037,289187,0.348749995231629,27160,0.785000011324882,1.43729749631811
"Paso Robles",2011 Q3,42269,269754.75,0.324999995529652,27160,0.785000011324882,1.55629602356406
"Paso Robles",2011 Q4,36379,239010.96875,0.25,27160,0.785000011324882,1.33943298969072
"Perris",2007 Q3,3410,29418.259765625,2.5,37652,0.77199999988079,0.0905662381812387
"Perris",2007 Q4,5946,43935,2.5,37652,0.77199999988079,0.157919898013386
"Perris",2008 Q1,6542,65595,2.5,37652,0.77199999988079,0.173749070434505
"Perris",2008 Q2,13951,110725,2.21000003814697,37652,0.77199999988079,0.370524806119197
"Perris",2008 Q3,17962,163260.7890625,2.1966667175293,37652,0.77199999988079,0.477053011792202
"Perris",2008 Q4,16310.0002441406,148728.16015625,2.20000004768372,37652,0.77199999988079,0.433177526934575
"Perris",2009 Q1,18733,202265.37890625,2.19000005722046,37652,0.77199999988079,0.497530011685966
"Perris",2009 Q2,26968,213438.30078125,2.12500002980233,37652,0.77199999988079,0.716243493041538
"Perris",2009 Q3,16269,129362,1.89999997615814,37652,0.77199999988079,0.432088600871136
"Perris",2009 Q4,32401.0004882812,275795.6796875,1.89999997615814,37652,0.77199999988079,0.860538629774813
"Perris",2010 Q1,9289,78064,1.89999997615814,37652,0.77199999988079,0.246706682247955
"Perris",2010 Q2,14298,168148,1.54666662216186,37652,0.77199999988079,0.379740784022097
"Perris",2010 Q3,31726,260450.40625,1.53799996376037,37652,0.77199999988079,0.842611282269202
"Perris",2010 Q4,46552,348110.19921875,1.54714281218392,37652,0.77199999988079,1.23637522575162
"Perris",2011 Q1,55131,459658.16015625,1.23153846997481,37652,0.77199999988079,1.4642250079677
"Perris",2011 Q2,34461,286003.9296875,1.10000002384186,37652,0.77199999988079,0.915250185913099
"Perris",2011 Q3,22500,199990.6015625,1.09833335876465,37652,0.77199999988079,0.597577817911399
"Perris",2011 Q4,34679,252667.98046875,0.649999976158142,37652,0.77199999988079,0.921040050993307
"Petaluma",2007 Q3,28370,311223.51953125,2.49555555979411,58264,0.785000011324882,0.486921598242482
"Petaluma",2007 Q4,7688,71143.259765625,2.20000004768372,58264,0.785000011324882,0.13195111904435
"Petaluma",2008 Q1,13721,130868.701171875,2.12250003218651,58264,0.785000011324882,0.235497047919813
"Petaluma",2008 Q2,20163,193762.310546875,1.89999997615814,58264,0.785000011324882,0.346062748867225
"Petaluma",2008 Q3,25821,298046.458984375,1.89399998188019,58264,0.785000011324882,0.443172456405327
"Petaluma",2008 Q4,56395,591823.830078125,1.72428567920412,58264,0.785000011324882,0.967921872854593
"Petaluma",2009 Q1,12691,128406,1.45999997854232,58264,0.785000011324882,0.217818893313195
"Petaluma",2009 Q2,69565,627502.025390625,1.54692303217374,58264,0.785000011324882,1.19396196622271
"Petaluma",2009 Q3,90586.0002441406,821522.931640625,1.31043477680372,58264,0.785000011324882,1.55475079370007
"Petaluma",2009 Q4,73334,606231.796875,1.09642859016146,58264,0.785000011324882,1.25865028147741
"Petaluma",2010 Q1,94317,739878.78125,1.09428573790051,58264,0.785000011324882,1.61878690100233
"Petaluma",2010 Q2,64517,513663.841796875,0.758124984800816,58264,0.785000011324882,1.10732184539338
"Petaluma",2010 Q3,167699.00012207,1276807.7265625,0.64871792609875,58264,0.785000011324882,2.87826102090605
"Petaluma",2010 Q4,42105,320713.330078125,0.447777767976125,58264,0.785000011324882,0.722658931758891
"Petaluma",2011 Q1,33680,265392,0.349999994039536,58264,0.785000011324882,0.578058492379514
"Petaluma",2011 Q2,85752,744012.830078125,0.349473678751996,58264,0.785000011324882,1.47178360565701
"Petaluma",2011 Q3,72947,560009.638671875,0.344210521170968,58264,0.785000011324882,1.25200810105726
"Petaluma",2011 Q4,62351,400285.258789062,0.259090908549049,58264,0.785000011324882,1.07014623094878
"Pleasant Hill",2007 Q3,20161,180803.51953125,2.38000001907349,34811,0.857999995350838,0.579156013903651
"Pleasant Hill",2007 Q4,40671,395126.87890625,2.20000004768372,34811,0.857999995350838,1.16833759443854
"Pleasant Hill",2008 Q1,6805.99975585938,58128,2.19000005722046,34811,0.857999995350838,0.195512905571784
"Pleasant Hill",2008 Q2,10956,121615,1.89999997615814,34811,0.857999995350838,0.314728103185775
"Pleasant Hill",2008 Q3,3097,43050,1.87000000476837,34811,0.857999995350838,0.0889661313952486
"Pleasant Hill",2008 Q4,14007,141313.349609375,1.7599999666214,34811,0.857999995350838,0.402372813191233
"Pleasant Hill",2009 Q1,1571,17125,1.54999995231628,34811,0.857999995350838,0.0451294131165436
"Pleasant Hill",2009 Q2,11165,175861.19921875,1.54999995231628,34811,0.857999995350838,0.320731952543736
"Pleasant Hill",2009 Q3,6532,58289,1.32499998807907,34811,0.857999995350838,0.187641837350263
"Pleasant Hill",2009 Q4,21052,205978.51953125,1.10000002384186,34811,0.857999995350838,0.604751371692856
"Pleasant Hill",2010 Q1,15635,160180.671875,1.09166669845581,34811,0.857999995350838,0.449139639769039
"Pleasant Hill",2010 Q2,17816,184216.30078125,0.589999979734421,34811,0.857999995350838,0.511792249576283
"Pleasant Hill",2010 Q3,31426,269360.580078125,0.642499975860119,34811,0.857999995350838,0.902760621642584
"Pleasant Hill",2010 Q4,9331,80385.76953125,0.349999994039536,34811,0.857999995350838,0.268047456263825
"Pleasant Hill",2011 Q1,6731,57429.0390625,0.349999994039536,34811,0.857999995350838,0.193358421188705
"Pleasant Hill",2011 Q2,17023.9997558594,133286.970703125,0.349999994039536,34811,0.857999995350838,0.489040813417006
"Pleasant Hill",2011 Q3,21421.0002441406,179596.7890625,0.309999996423722,34811,0.857999995350838,0.615351476376451
"Pleasant Hill",2011 Q4,6223,38881.5,0.25,34811,0.857999995350838,0.178765332797104
"Pleasanton",2007 Q3,53678,556859.76953125,2.43222223387824,67676,0.785000011324882,0.793161534369644
"Pleasanton",2007 Q4,45920,464648.869140625,2.20500004291535,67676,0.785000011324882,0.678527099710385
"Pleasanton",2008 Q1,57344.9995117188,649975.9453125,2.17333337664604,67676,0.785000011324882,0.847346171637194
"Pleasanton",2008 Q2,63799.9997558594,583319.119140625,1.89999997615814,67676,0.785000011324882,0.942727107923923
"Pleasanton",2008 Q3,81160,796277.08984375,1.8957142659596,67676,0.785000011324882,1.19924345410485
"Pleasanton",2008 Q4,123090,1261185.2890625,1.84809521266392,67676,0.785000011324882,1.81881316862699
"Pleasanton",2009 Q1,35733,298940.41015625,1.54999995231628,67676,0.785000011324882,0.528001063892665
"Pleasanton",2009 Q2,53663,500052,1.54777773221333,67676,0.785000011324882,0.792939890064425
"Pleasanton",2009 Q3,134089.999511719,1202672.73828125,1.35321427243096,67676,0.785000011324882,1.98135231857259
"Pleasanton",2009 Q4,72686,660479.80078125,1.09812502563,67676,0.785000011324882,1.07402919794314
"Pleasanton",2010 Q1,121869,957207.28125,1.06166668732961,67676,0.785000011324882,1.80077132218216
"Pleasanton",2010 Q2,135841,1145304.24023438,0.702399983406067,67676,0.785000011324882,2.00722560435014
"Pleasanton",2010 Q3,139395,1087420.14453125,0.64478258723798,67676,0.785000011324882,2.05974052840002
"Pleasanton",2010 Q4,39157,328801,0.429999990896745,67676,0.785000011324882,0.578595070630652
"Pleasanton",2011 Q1,87130,674438.416015625,0.349999994039536,67676,0.785000011324882,1.28745788758201
"Pleasanton",2011 Q2,88794.0007324219,729692.611328125,0.349374994635582,67676,0.785000011324882,1.31204563999678
"Pleasanton",2011 Q3,162268.999816895,1258108.32128906,0.346451607442672,67676,0.785000011324882,2.39773331486634
"Pleasanton",2011 Q4,60027,500665.451171875,0.25,67676,0.785000011324882,0.886976180625332
"Poway",2007 Q3,35250,308448.96875,2.45571429388864,47942,0.857999995350838,0.735263443327354
"Poway",2007 Q4,92654,806673.67578125,2.38400001525879,47942,0.857999995350838,1.93262692420008
"Poway",2008 Q1,17885,181149.75,2.20250004529953,47942,0.857999995350838,0.37305494138751
"Poway",2008 Q2,64867,607217.9140625,2.23357147829874,47942,0.857999995350838,1.35303074548413
"Poway",2008 Q3,121262,1196853.1328125,2.1704348170239,47942,0.857999995350838,2.5293479621209
"Poway",2008 Q4,64067,653160.38671875,1.89199998378754,47942,0.857999995350838,1.33634391556464
"Poway",2009 Q1,62438,533623.1015625,1.8972727060318,47942,0.857999995350838,1.30236535814109
"Poway",2009 Q2,297318,2439106.203125,1.69027023702054,47942,0.857999995350838,6.20161862250219
"Poway",2009 Q3,275477,2385173.19726562,1.53624995797872,47942,0.857999995350838,5.74604730716282
"Poway",2009 Q4,331622,2654849.10546875,1.26234042644501,47942,0.857999995350838,6.91714988944975
"Poway",2010 Q1,234133,1852016.83789062,1.09435899135394,47942,0.857999995350838,4.88367193692378
"Poway",2010 Q2,147159,1083667.84179688,0.649999976158142,47942,0.857999995350838,3.06952150515206
"Poway",2010 Q3,254521.99987793,1827440.87011719,0.648958317935467,47942,0.857999995350838,5.30895665341308
"Poway",2010 Q4,82582,599615.271484375,0.449444433053335,47942,0.857999995350838,1.72253973551375
"Poway",2011 Q1,40801,286863.83984375,0.349999994039536,47942,0.857999995350838,0.851049184431188
"Poway",2011 Q2,135883,1038344.52734375,0.352999994158745,47942,0.857999995350838,2.8343206374369
"Poway",2011 Q3,125562,947974,0.320833329111338,47942,0.857999995350838,2.61903967293813
"Poway",2011 Q4,78902.9998779297,582209.09765625,0.25,47942,0.857999995350838,1.6458011738753
"Rancho Cucamonga",2007 Q3,28397,262904.6484375,2.83999997377396,141668,0.77199999988079,0.200447525199763
"Rancho Cucamonga",2007 Q4,14320,148256.8046875,2.5,141668,0.77199999988079,0.101081401586809
"Rancho Cucamonga",2008 Q1,11878,118118,2.51999998092652,141668,0.77199999988079,0.0838439167631364
"Rancho Cucamonga",2008 Q2,21160,186044.671875,2.35199999809265,141668,0.77199999988079,0.149363300110117
"Rancho Cucamonga",2008 Q3,15138,220475.609375,2.20000004768372,141668,0.77199999988079,0.106855464889742
"Rancho Cucamonga",2008 Q4,12226,122274,2.20000004768372,141668,0.77199999988079,0.0863003642318661
"Rancho Cucamonga",2009 Q1,43943,447591.619140625,2.19555560747783,141668,0.77199999988079,0.310182962983878
"Rancho Cucamonga",2009 Q2,17608,165852.859375,2.05000001192093,141668,0.77199999988079,0.124290594912048
"Rancho Cucamonga",2009 Q3,32278,283741.3203125,1.87999997138977,141668,0.77199999988079,0.227842561481774
"Rancho Cucamonga",2009 Q4,28459,265924.80078125,1.89999997615814,141668,0.77199999988079,0.200885168139594
"Rancho Cucamonga",2010 Q1,13429,124908.30078125,1.89999997615814,141668,0.77199999988079,0.0947920490160093
"Rancho Cucamonga",2010 Q2,74370,730202.4296875,1.65812496095896,141668,0.77199999988079,0.524959765084564
"Rancho Cucamonga",2010 Q3,56198.0002441406,490428.73046875,1.54230765195993,141668,0.77199999988079,0.396688032894801
"Rancho Cucamonga",2010 Q4,66141,545042.896484375,1.53124996274709,141668,0.77199999988079,0.466873252957619
"Rancho Cucamonga",2011 Q1,97606,798446.5703125,1.26578947117454,141668,0.77199999988079,0.68897704492193
"Rancho Cucamonga",2011 Q2,121081,1190258.80078125,1.09720002174378,141668,0.77199999988079,0.854681367704775
"Rancho Cucamonga",2011 Q3,107106,908938.3984375,1.02458334962527,141668,0.77199999988079,0.756035237315414
"Rancho Cucamonga",2011 Q4,91898,689413.799804688,0.649999976158142,141668,0.77199999988079,0.648685659429088
"Rancho Palos Verdes",2007 Q3,8447,87043.76953125,2.49500000476837,49450,0.77199999988079,0.170819009100101
"Rancho Palos Verdes",2007 Q4,18166,175574.111328125,2.4960000038147,49450,0.77199999988079,0.367360970677452
"Rancho Palos Verdes",2008 Q1,6074,57912.8203125,2.5,49450,0.77199999988079,0.122831142568251
"Rancho Palos Verdes",2008 Q2,17193,166492.049804688,2.20166671276093,49450,0.77199999988079,0.347684529828109
"Rancho Palos Verdes",2008 Q3,71938,723629.52734375,2.19692312754118,49450,0.77199999988079,1.45476238624874
"Rancho Palos Verdes",2008 Q4,9536,98654,2.19333338737488,49450,0.77199999988079,0.192841253791709
"Rancho Palos Verdes",2009 Q1,41463,482346.6640625,2.20000004768372,49450,0.77199999988079,0.838483316481294
"Rancho Palos Verdes",2009 Q2,62016,589135.5078125,2.03846154763148,49450,0.77199999988079,1.25411526794742
"Rancho Palos Verdes",2009 Q3,37768.0001220703,327815.796875,1.89999997615814,49450,0.77199999988079,0.763761377594951
"Rancho Palos Verdes",2009 Q4,60367,513760.107421875,1.89999997615814,49450,0.77199999988079,1.22076845298281
"Rancho Palos Verdes",2010 Q1,24737,233254.3984375,1.85624997317791,49450,0.77199999988079,0.500242669362993
"Rancho Palos Verdes",2010 Q2,48528,415803.796875,1.75899996757507,49450,0.77199999988079,0.981354903943377
"Rancho Palos Verdes",2010 Q3,61516,499450.700195312,1.53928567681993,49450,0.77199999988079,1.24400404448938
"Rancho Palos Verdes",2010 Q4,43690.0002441406,373628.74609375,1.54999995231628,49450,0.77199999988079,0.883518710700518
"Rancho Palos Verdes",2011 Q1,29850,264354.8515625,1.31999999284744,49450,0.77199999988079,0.603640040444894
"Rancho Palos Verdes",2011 Q2,54190,427738.400390625,1.09250002106031,49450,0.77199999988079,1.0958543983822
"Rancho Palos Verdes",2011 Q3,104330,774646.8984375,0.932727277278901,49450,0.77199999988079,2.1098078867543
"Rancho Palos Verdes",2011 Q4,40619,311672.798828125,0.649999976158142,49450,0.77199999988079,0.821415571284125
"Redding",2007 Q3,30877,316724.00390625,2.35000002384186,79371,0.785000011324882,0.389021179020045
"Redding",2007 Q4,30086,286114,2.18600006103516,79371,0.785000011324882,0.379055322472944
"Redding",2008 Q1,8330,58857,1.89999997615814,79371,0.785000011324882,0.104950170717264
"Redding",2008 Q2,3429,31388,1.89999997615814,79371,0.785000011324882,0.043202177117587
"Redding",2008 Q3,10945,124305,1.89499998092652,79371,0.785000011324882,0.137896712905217
"Redding",2008 Q4,5663,63784,1.54999995231628,79371,0.785000011324882,0.0713484774035857
